name,address,date,score
TACQUERIA & ANTOJITOS MORENO - FD-SRV.,4019 JACKSON  Memphis. TN 38128,May 10. 2020,76
Captain D's,2238 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,94
The Happy Mexican - Bar,385 S. Second  Memphis. TN 38103,May 10. 2020,99
Checkers,3240 Austin Peay Hwy.  Memphis. TN 38128,May 10. 2020,94
Barrett Chapel School,10280 Godwin  Arlington. TN 38002,April 27. 2020,100
Lakeland Elementary School,10050 Oak Seed Ln  Arlington. TN 38002,April 27. 2020,100
Arlington High School,5475 Airline RD  Arlington. TN 38002,April 27. 2020,100
Lakeland Middle School,5020 Lions Crest  Lakeland. TN 38002,April 27. 2020,100
Subway 582,2580 Frayser Blvd.  Memphis. TN 38127,April 20. 2020,86
Georgian Hills Jr. High School,3925 Denver  Memphis. TN 38127,April 19. 2020,97
Sing Lay,2684 Frayser Blvd.  Memphis. TN 38127,May 11. 2020,96
Sonic,4009 Raleigh Frayser  Memphis. TN 38128,May 11. 2020,91
Palmar Mexican Restaurant,4069 Summer Ave.  Memphis. TN 38122,May 11. 2020,92
Sonic Drive-In,3540 Covington Pike  Memphis. TN 38115,May 11. 2020,92
Pizza Hut #1460,2342 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,96
MAKEDA'S COOKIES,488 SOUTH SECOND ST  Memphis. TN 38103,May 10. 2020,100
TACO LOCO,3970 JACKSON AVE  Memphis. TN 38128,May 10. 2020,88
Wendy's #2178,2221 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,94
SZECHUAN  HOT  WOK - FD-SRV.,2578 FRAYSER BLVD.  Memphis. TN 38127,May 10. 2020,95
Exline's Best Pizza,2935 Old Austin Peay HWY  Memphis. TN 38128,May 10. 2020,91
TACQUERIA & ANTOJITOS MORENO - FD-SRV.,4019 JACKSON  Memphis. TN 38128,May 10. 2020,76
Captain D's,2238 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,94
The Happy Mexican - Bar,385 S. Second  Memphis. TN 38103,May 10. 2020,99
Checkers,3240 Austin Peay Hwy.  Memphis. TN 38128,May 10. 2020,94
Barrett Chapel School,10280 Godwin  Arlington. TN 38002,April 27. 2020,100
Lakeland Elementary School,10050 Oak Seed Ln  Arlington. TN 38002,April 27. 2020,100
Arlington High School,5475 Airline RD  Arlington. TN 38002,April 27. 2020,100
Lakeland Middle School,5020 Lions Crest  Lakeland. TN 38002,April 27. 2020,100
Subway 582,2580 Frayser Blvd.  Memphis. TN 38127,April 20. 2020,86
Georgian Hills Jr. High School,3925 Denver  Memphis. TN 38127,April 19. 2020,97
Sing Lay,2684 Frayser Blvd.  Memphis. TN 38127,May 11. 2020,96
Sonic,4009 Raleigh Frayser  Memphis. TN 38128,May 11. 2020,91
Palmar Mexican Restaurant,4069 Summer Ave.  Memphis. TN 38122,May 11. 2020,92
Sonic Drive-In,3540 Covington Pike  Memphis. TN 38115,May 11. 2020,92
Pizza Hut #1460,2342 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,96
MAKEDA'S COOKIES,488 SOUTH SECOND ST  Memphis. TN 38103,May 10. 2020,100
TACO LOCO,3970 JACKSON AVE  Memphis. TN 38128,May 10. 2020,88
Wendy's #2178,2221 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,94
SZECHUAN  HOT  WOK - FD-SRV.,2578 FRAYSER BLVD.  Memphis. TN 38127,May 10. 2020,95
Exline's Best Pizza,2935 Old Austin Peay HWY  Memphis. TN 38128,May 10. 2020,91
TACQUERIA & ANTOJITOS MORENO - FD-SRV.,4019 JACKSON  Memphis. TN 38128,May 10. 2020,76
Captain D's,2238 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,94
The Happy Mexican - Bar,385 S. Second  Memphis. TN 38103,May 10. 2020,99
Checkers,3240 Austin Peay Hwy.  Memphis. TN 38128,May 10. 2020,94
Barrett Chapel School,10280 Godwin  Arlington. TN 38002,April 27. 2020,100
Lakeland Elementary School,10050 Oak Seed Ln  Arlington. TN 38002,April 27. 2020,100
Arlington High School,5475 Airline RD  Arlington. TN 38002,April 27. 2020,100
Lakeland Middle School,5020 Lions Crest  Lakeland. TN 38002,April 27. 2020,100
Subway 582,2580 Frayser Blvd.  Memphis. TN 38127,April 20. 2020,86
Georgian Hills Jr. High School,3925 Denver  Memphis. TN 38127,April 19. 2020,97
Subway,3647 Mendenhall  Memphis. TN 38115,April 14. 2020,96
Domino's #5454,686 Union Ave.  Memphis. TN 38103,March 24. 2020,98
Crock Pot 2. The,7911 E. Shelby Dr.. STE 106  Memphis. TN 38125,March 23. 2020,98
Shark's Fish & Chicken,3659 Hickory Hill Rd.  Memphis. TN 38115,March 19. 2020,95
Hampton Inn And Suites Continental Brkfst,8838 Hwy 51 N.  Millington. TN 38053,March 19. 2020,93
Subway,3440 Elvis Presley Blvd.  Memphis. TN 38116,March 19. 2020,99
Mezcal Mexican Restaurant,11615 Hwy 70. STE #104  Arlington. TN 38002,March 19. 2020,94
HAMPTON INN & SUITES,8838 HWY 51 N  Millington. TN 38053,March 19. 2020,98
Tops Bar B Q #10,2288 Frayser Blvd.  Memphis. TN 38112,March 19. 2020,94
GLOBAL CAFE,1350 CONCOURSE AVE STE 157  Memphis. TN 38104,March 19. 2020,98
Gayhawk Restaurant,685 S. Danny Thomas Blvd.  Memphis. TN 38106,March 19. 2020,90
Sonic Drive-In,6981 Hwy 64  Memphis. TN 38134,March 19. 2020,98
ADMIRALTY SUITES & INN,8181 HWY 51 NORTH  Millington. TN 38053,March 19. 2020,95
JR Fish & Chicken,5860 Winchester Rd.  Memphis. TN 38115,March 19. 2020,87
THE POCKET (UPPER BAR),115 UNION AVE  Memphis. TN 38103,March 19. 2020,100
Subway #36692,11615 Hwy 70. STE 110  Arlington. TN 38002,March 19. 2020,92
MEMPHIS BEST WING # 2,5144 RIVERDALE SUITE 101  Memphis. TN 38141,March 19. 2020,98
THE POCKET (LOWER BAR),115 UNION AVE.  Memphis. TN 38103,March 19. 2020,100
Garibaldi's Taqueria,5967 Knight Arnold  Memphis. TN 38115,March 19. 2020,98
Phuong Long Chinese & Vietnamese Restaurant,306 N. Cleveland Ave.  Memphis. TN 38104,March 19. 2020,90
Subway,3647 Mendenhall  Memphis. TN 38115,April 14. 2020,96
Domino's #5454,686 Union Ave.  Memphis. TN 38103,March 24. 2020,98
Crock Pot 2. The,7911 E. Shelby Dr.. STE 106  Memphis. TN 38125,March 23. 2020,98
Shark's Fish & Chicken,3659 Hickory Hill Rd.  Memphis. TN 38115,March 19. 2020,95
Hampton Inn And Suites Continental Brkfst,8838 Hwy 51 N.  Millington. TN 38053,March 19. 2020,93
Subway,3440 Elvis Presley Blvd.  Memphis. TN 38116,March 19. 2020,99
Mezcal Mexican Restaurant,11615 Hwy 70. STE #104  Arlington. TN 38002,March 19. 2020,94
Tops Bar B Q #10,2288 Frayser Blvd.  Memphis. TN 38112,March 19. 2020,94
HAMPTON INN & SUITES,8838 HWY 51 N  Millington. TN 38053,March 19. 2020,98
GLOBAL CAFE,1350 CONCOURSE AVE STE 157  Memphis. TN 38104,March 19. 2020,98
Gayhawk Restaurant,685 S. Danny Thomas Blvd.  Memphis. TN 38106,March 19. 2020,90
Sonic Drive-In,6981 Hwy 64  Memphis. TN 38134,March 19. 2020,98
ADMIRALTY SUITES & INN,8181 HWY 51 NORTH  Millington. TN 38053,March 19. 2020,95
JR Fish & Chicken,5860 Winchester Rd.  Memphis. TN 38115,March 19. 2020,87
THE POCKET (UPPER BAR),115 UNION AVE  Memphis. TN 38103,March 19. 2020,100
Subway #36692,11615 Hwy 70. STE 110  Arlington. TN 38002,March 19. 2020,92
MEMPHIS BEST WING # 2,5144 RIVERDALE SUITE 101  Memphis. TN 38141,March 19. 2020,98
THE POCKET (LOWER BAR),115 UNION AVE.  Memphis. TN 38103,March 19. 2020,100
Garibaldi's Taqueria,5967 Knight Arnold  Memphis. TN 38115,March 19. 2020,98
Phuong Long Chinese & Vietnamese Restaurant,306 N. Cleveland Ave.  Memphis. TN 38104,March 19. 2020,90
Printers Alley,322 S. Cleveland  Memphis. TN 38104,March 16. 2020,94
Perkins,5112 Park Ave.  Memphis. TN 38117,March 16. 2020,94
Folk's Folly- Bar,551 S. Mendenhall  Memphis. TN 38117,March 16. 2020,98
LOFLIN YARDS - FD-SRV.,7 W CAROLINA  Memphis. TN 38103,March 16. 2020,93
The Flour Garden,4730 Poplar Ave.  Memphis. TN 38117,March 16. 2020,97
Bangkok Alley - Bar,715 W. Brookhaven Circle  Memphis. TN 38117,March 16. 2020,100
SEAR SHACK - FD - SRV.,875 W. POPLAR AVE. SUITE # 6  Collierville. TN 38017,March 16. 2020,99
LENNY'S # 152,3750 HACKS CROSS SUITE 103  .  38125,March 16. 2020,99
Half Shell. The,688 S. Mendenhall  Memphis. TN 38117,March 16. 2020,99
Pizza Hut #4043,3578 Summer Ave.  Memphis. TN 38122,March 16. 2020,95
Pizza Hut Delivery # 4120,875 W. Poplar. STE 13  Collierville. TN 38017,March 16. 2020,97
SMOOTH LIVING,1263 WINCHESTER RD  Memphis. TN 38116,March 16. 2020,93
Fuji Cafe,875 W. Poplar. STE 19  Collierville. TN 38017,March 16. 2020,98
Church's Fried Chicken #1020,2237 Frayser Blvd.  Memphis. TN 38127,March 16. 2020,86
Miss Polly's Soul City Cafe,154 Beale Street  Memphis. TN 38103,March 16. 2020,93
Grand Pacific,6196 Stage Road  Bartlett. TN 38134,March 16. 2020,88
Dinos Southwestern,645 N Mclean  Memphis. TN 38107,March 16. 2020,96
Kentucky Fried Chicken #34,2055 Frayser Blvd.  Memphis. TN 38127,March 16. 2020,96
Mot & Ed's Restaurant,1354 Madison Ave.  Memphis. TN 38104,March 16. 2020,87
Moe's Southwest Grill,3660 S. Houston Levee Rd.. Suite 10 6  Collierville. TN 38017,March 15. 2020,99
Printers Alley,322 S. Cleveland  Memphis. TN 38104,March 16. 2020,94
Perkins,5112 Park Ave.  Memphis. TN 38117,March 16. 2020,94
Folk's Folly- Bar,551 S. Mendenhall  Memphis. TN 38117,March 16. 2020,98
LOFLIN YARDS - FD-SRV.,7 W CAROLINA  Memphis. TN 38103,March 16. 2020,93
The Flour Garden,4730 Poplar Ave.  Memphis. TN 38117,March 16. 2020,97
Bangkok Alley - Bar,715 W. Brookhaven Circle  Memphis. TN 38117,March 16. 2020,100
SEAR SHACK - FD - SRV.,875 W. POPLAR AVE. SUITE # 6  Collierville. TN 38017,March 16. 2020,99
LENNY'S # 152,3750 HACKS CROSS SUITE 103  .  38125,March 16. 2020,99
Half Shell. The,688 S. Mendenhall  Memphis. TN 38117,March 16. 2020,99
Pizza Hut #4043,3578 Summer Ave.  Memphis. TN 38122,March 16. 2020,95
Pizza Hut Delivery # 4120,875 W. Poplar. STE 13  Collierville. TN 38017,March 16. 2020,97
SMOOTH LIVING,1263 WINCHESTER RD  Memphis. TN 38116,March 16. 2020,93
Fuji Cafe,875 W. Poplar. STE 19  Collierville. TN 38017,March 16. 2020,98
Church's Fried Chicken #1020,2237 Frayser Blvd.  Memphis. TN 38127,March 16. 2020,86
Miss Polly's Soul City Cafe,154 Beale Street  Memphis. TN 38103,March 16. 2020,93
Grand Pacific,6196 Stage Road  Bartlett. TN 38134,March 16. 2020,88
Dinos Southwestern,645 N Mclean  Memphis. TN 38107,March 16. 2020,96
Kentucky Fried Chicken #34,2055 Frayser Blvd.  Memphis. TN 38127,March 16. 2020,96
Mot & Ed's Restaurant,1354 Madison Ave.  Memphis. TN 38104,March 16. 2020,87
Moe's Southwest Grill,3660 S. Houston Levee Rd.. Suite 10 6  Collierville. TN 38017,March 15. 2020,99
Printers Alley,322 S. Cleveland  Memphis. TN 38104,March 16. 2020,94
Perkins,5112 Park Ave.  Memphis. TN 38117,March 16. 2020,94
Folk's Folly- Bar,551 S. Mendenhall  Memphis. TN 38117,March 16. 2020,98
LOFLIN YARDS - FD-SRV.,7 W CAROLINA  Memphis. TN 38103,March 16. 2020,93
The Flour Garden,4730 Poplar Ave.  Memphis. TN 38117,March 16. 2020,97
Bangkok Alley - Bar,715 W. Brookhaven Circle  Memphis. TN 38117,March 16. 2020,100
SEAR SHACK - FD - SRV.,875 W. POPLAR AVE. SUITE # 6  Collierville. TN 38017,March 16. 2020,99
LENNY'S # 152,3750 HACKS CROSS SUITE 103  .  38125,March 16. 2020,99
Half Shell. The,688 S. Mendenhall  Memphis. TN 38117,March 16. 2020,99
Pizza Hut #4043,3578 Summer Ave.  Memphis. TN 38122,March 16. 2020,95
Pizza Hut Delivery # 4120,875 W. Poplar. STE 13  Collierville. TN 38017,March 16. 2020,97
SMOOTH LIVING,1263 WINCHESTER RD  Memphis. TN 38116,March 16. 2020,93
Fuji Cafe,875 W. Poplar. STE 19  Collierville. TN 38017,March 16. 2020,98
Church's Fried Chicken #1020,2237 Frayser Blvd.  Memphis. TN 38127,March 16. 2020,86
Miss Polly's Soul City Cafe,154 Beale Street  Memphis. TN 38103,March 16. 2020,93
Grand Pacific,6196 Stage Road  Bartlett. TN 38134,March 16. 2020,88
Dinos Southwestern,645 N Mclean  Memphis. TN 38107,March 16. 2020,96
Kentucky Fried Chicken #34,2055 Frayser Blvd.  Memphis. TN 38127,March 16. 2020,96
Mot & Ed's Restaurant,1354 Madison Ave.  Memphis. TN 38104,March 16. 2020,87
Moe's Southwest Grill,3660 S. Houston Levee Rd.. Suite 10 6  Collierville. TN 38017,March 15. 2020,99
Robert R. Church,4100 Millbranch Rd.  Memphis. TN 38116,March 9. 2020,99
Cracker Barrel Old Country Store #465,8000 Lowrence Rd.  Memphis. TN 38125,March 9. 2020,95
Jason's Deli,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Porter Leath Child Dev. Center-Food,890 N. Manassas  Memphis. TN 38107,March 8. 2020,100
The Office At Uptown Cafe,594 N. Second St.  Memphis. TN 38105,March 8. 2020,99
Malco Theatres - Bartlett,2809 Bartlett Blvd.  Bartlett. TN 38134,March 8. 2020,82
Pyro's Fire Fresh Pizza - BAR,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Sakura Restaurant,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,93
Fairview Jr. High School,750 E. Parkway S.  Memphis. TN 38104,March 5. 2020,100
Getwell Elementary,2795 Getwell Rd.  Memphis. TN 38118,March 5. 2020,100
CORNERSTONE PREP @ LESTER,320 Carpenter St.  Memphis. TN 38112,March 5. 2020,100
LaQunita Inn & Suites,2839 New Brunswick Rd.  Memphis. TN 38133,March 5. 2020,98
LaMichoacana,2733 Getwell RD  Memphis. TN 38118,March 5. 2020,95
Bhan Thai Food,1324 Peabody Ave.  Memphis. TN 38104,March 5. 2020,97
Whitehaven High School,4581 Elvis Presley  Memphis. TN 38116,March 5. 2020,100
Whitehaven Elementary,4783 Elvis Presley  Memphis. TN 38116,March 5. 2020,99
Ira Samelson. Jr. Boys & Girls Club of Memphis,894 Isabelle  Memphis. TN 38122,March 5. 2020,98
Sakura Restaurant - Bar,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,99
Idlewild Elementary,1950 Linden  Memphis. TN 38104,March 5. 2020,100
Beale Sweets Sugar Shack,156 Beale St.  Memphis. TN 38104,March 4. 2020,100
Robert R. Church,4100 Millbranch Rd.  Memphis. TN 38116,March 9. 2020,99
Cracker Barrel Old Country Store #465,8000 Lowrence Rd.  Memphis. TN 38125,March 9. 2020,95
Jason's Deli,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Porter Leath Child Dev. Center-Food,890 N. Manassas  Memphis. TN 38107,March 8. 2020,100
The Office At Uptown Cafe,594 N. Second St.  Memphis. TN 38105,March 8. 2020,99
Malco Theatres - Bartlett,2809 Bartlett Blvd.  Bartlett. TN 38134,March 8. 2020,82
Pyro's Fire Fresh Pizza - BAR,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Sakura Restaurant,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,93
Fairview Jr. High School,750 E. Parkway S.  Memphis. TN 38104,March 5. 2020,100
Getwell Elementary,2795 Getwell Rd.  Memphis. TN 38118,March 5. 2020,100
CORNERSTONE PREP @ LESTER,320 Carpenter St.  Memphis. TN 38112,March 5. 2020,100
LaQunita Inn & Suites,2839 New Brunswick Rd.  Memphis. TN 38133,March 5. 2020,98
LaMichoacana,2733 Getwell RD  Memphis. TN 38118,March 5. 2020,95
Bhan Thai Food,1324 Peabody Ave.  Memphis. TN 38104,March 5. 2020,97
Whitehaven High School,4581 Elvis Presley  Memphis. TN 38116,March 5. 2020,100
Whitehaven Elementary,4783 Elvis Presley  Memphis. TN 38116,March 5. 2020,99
Ira Samelson. Jr. Boys & Girls Club of Memphis,894 Isabelle  Memphis. TN 38122,March 5. 2020,98
Sakura Restaurant - Bar,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,99
Idlewild Elementary,1950 Linden  Memphis. TN 38104,March 5. 2020,100
Beale Sweets Sugar Shack,156 Beale St.  Memphis. TN 38104,March 4. 2020,100
Robert R. Church,4100 Millbranch Rd.  Memphis. TN 38116,March 9. 2020,99
Cracker Barrel Old Country Store #465,8000 Lowrence Rd.  Memphis. TN 38125,March 9. 2020,95
Jason's Deli,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Porter Leath Child Dev. Center-Food,890 N. Manassas  Memphis. TN 38107,March 8. 2020,100
Malco Theatres - Bartlett,2809 Bartlett Blvd.  Bartlett. TN 38134,March 8. 2020,82
The Office At Uptown Cafe,594 N. Second St.  Memphis. TN 38105,March 8. 2020,99
Pyro's Fire Fresh Pizza - BAR,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Sakura Restaurant,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,93
Fairview Jr. High School,750 E. Parkway S.  Memphis. TN 38104,March 5. 2020,100
Getwell Elementary,2795 Getwell Rd.  Memphis. TN 38118,March 5. 2020,100
CORNERSTONE PREP @ LESTER,320 Carpenter St.  Memphis. TN 38112,March 5. 2020,100
LaQunita Inn & Suites,2839 New Brunswick Rd.  Memphis. TN 38133,March 5. 2020,98
LaMichoacana,2733 Getwell RD  Memphis. TN 38118,March 5. 2020,95
Bhan Thai Food,1324 Peabody Ave.  Memphis. TN 38104,March 5. 2020,97
Whitehaven High School,4581 Elvis Presley  Memphis. TN 38116,March 5. 2020,100
Whitehaven Elementary,4783 Elvis Presley  Memphis. TN 38116,March 5. 2020,99
Ira Samelson. Jr. Boys & Girls Club of Memphis,894 Isabelle  Memphis. TN 38122,March 5. 2020,98
Sakura Restaurant - Bar,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,99
Idlewild Elementary,1950 Linden  Memphis. TN 38104,March 5. 2020,100
Beale Sweets Sugar Shack,156 Beale St.  Memphis. TN 38104,March 4. 2020,100
Robert R. Church,4100 Millbranch Rd.  Memphis. TN 38116,March 9. 2020,99
Cracker Barrel Old Country Store #465,8000 Lowrence Rd.  Memphis. TN 38125,March 9. 2020,95
Jason's Deli,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Porter Leath Child Dev. Center-Food,890 N. Manassas  Memphis. TN 38107,March 8. 2020,100
The Office At Uptown Cafe,594 N. Second St.  Memphis. TN 38105,March 8. 2020,99
Malco Theatres - Bartlett,2809 Bartlett Blvd.  Bartlett. TN 38134,March 8. 2020,82
Pyro's Fire Fresh Pizza - BAR,1199 Ridgeway  Memphis. TN 38119,March 8. 2020,99
Sakura Restaurant,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,93
Fairview Jr. High School,750 E. Parkway S.  Memphis. TN 38104,March 5. 2020,100
Getwell Elementary,2795 Getwell Rd.  Memphis. TN 38118,March 5. 2020,100
CORNERSTONE PREP @ LESTER,320 Carpenter St.  Memphis. TN 38112,March 5. 2020,100
LaQunita Inn & Suites,2839 New Brunswick Rd.  Memphis. TN 38133,March 5. 2020,98
LaMichoacana,2733 Getwell RD  Memphis. TN 38118,March 5. 2020,95
Bhan Thai Food,1324 Peabody Ave.  Memphis. TN 38104,March 5. 2020,97
Whitehaven High School,4581 Elvis Presley  Memphis. TN 38116,March 5. 2020,100
Whitehaven Elementary,4783 Elvis Presley  Memphis. TN 38116,March 5. 2020,99
Ira Samelson. Jr. Boys & Girls Club of Memphis,894 Isabelle  Memphis. TN 38122,March 5. 2020,98
Sakura Restaurant - Bar,4840 Poplar Ave. Suite #1  Memphis. TN 38117,March 5. 2020,99
Idlewild Elementary,1950 Linden  Memphis. TN 38104,March 5. 2020,100
Beale Sweets Sugar Shack,156 Beale St.  Memphis. TN 38104,March 4. 2020,100
Little Ceasar's,2981 Canada Rd.. STE 103  Arlington. TN 38002,March 4. 2020,94
Memphis School of Excellence (Food Service),4450 S. Mendenhall  Memphis. TN 38141,March 4. 2020,100
East High School,3206 Poplar  Memphis. TN 38112,March 4. 2020,100
One & Only BBQ,567 Perkins Extended  Memphis. TN 38117,March 4. 2020,95
MEMPHIS SCHOOL OF EXCELLENCE,4921 WINCHESTER RD  Memphis. TN 38118,March 4. 2020,100
Page-Robbins Adult Day Care Center,1961 Houston Levee Rd.  Collierville. TN 38017,March 4. 2020,100
SUPER 8  - FD-SRV.,9779 HUFF N PUFF  Arlington. TN 38002,March 4. 2020,99
Chilis Grill & Bar,8100 Giacosa Dr.  Memphis. TN 38133,March 4. 2020,93
Snowden Jr. High School,1870 N. Parkway  Memphis. TN 38112,March 4. 2020,98
W. H. Brewster Elem - Cafeteria,2605 Sam Cooper Blvd.  Memphis. TN 38112,March 4. 2020,100
ISABELLA'S PIZZA - FD-SRV.,2801 BARTLETT BLVD.  Memphis. TN 38134,March 4. 2020,99
Captain J.J.,1964 S. Third St.  Memphis. TN 38109,March 3. 2020,92
Oakshire Elementary,1765 E. Holmes Rd.  Memphis. TN 38116,March 3. 2020,97
Arby's #7796,2016 S. Germantown Rd.  Germantown. TN 38138,March 3. 2020,99
Maximo's,2617 BROAD AVE  Memphis. TN 38112,March 3. 2020,98
An Awsome Learning Academy-FD,4402 Stage RD  Memphis. TN 38128,March 3. 2020,100
Sports Care,1980 Sycamore View  Memphis. TN 38134,March 3. 2020,100
Tokyo Grill,2801 Kirby Parkway. Ste. 103  Memphis. TN 38119,March 3. 2020,98
St. Paul's Catholic School,1425 E. Shelby Dr.  Memphis. TN 38116,March 3. 2020,99
Mortimer's Bar,590 N. Perkins  Memphis. TN 38122,March 3. 2020,98
Fairley High Green Dot,4950 Fairley  Memphis. TN 38109,March 3. 2020,100
Sonic,5860 Hwy 70  Memphis. TN 38134,March 3. 2020,98
Booya's Restuarant,954 W. Poplar Ave.  Collierville. TN 38017,March 3. 2020,99
Germantown High School,7653 Old Poplar Pike  Germantown. TN 38138,March 3. 2020,100
Pfizer Cafeteria/Aramark,1855 Shelby Oaks Dr.  Memphis. TN 38134,March 3. 2020,99
Pop's Deli,6749 E. Shelby Dr.  Memphis. TN 38141,March 3. 2020,94
RESIDENCE INN (FOOD),9314 Poplar Pike  Germantown. TN 38138,March 3. 2020,97
Hooks/Dimmick Child Care Group - Food,4982 Knight Arnold  Memphis. TN 38118,March 3. 2020,93
Holmes Road Elementary,1083 Holmes Rd.  Memphis. TN 38116,March 3. 2020,99
Peabody Elementary,2086 Young  Memphis. TN 38104,March 3. 2020,100
Back Yard Burgers,8079 Trinity Rd.  Cordova. TN 38018,March 3. 2020,96
BOUNTY ON BROAD,2519 BROAD AVE  Memphis. TN 38112,March 3. 2020,98
City University - Middle & High,1475 E. Shelby Dr.  Memphis. TN 38116,March 3. 2020,100
Havenview Middle School,1481 Hester  Memphis. TN 38116,March 3. 2020,100
Geeter Jr. High,4649 Horn Lake  Memphis. TN 38109,March 3. 2020,99
J. P. Freeman Elementary,5250 Tulane  Memphis. TN 38116,March 3. 2020,99
T. J. Mulligan's,8071 Trinity Rd.  Cordova. TN 38018,March 3. 2020,95
VOLLENTINE ELEMENTARY,1682 VOLLENTINE AVE  Memphis. TN 38107,March 3. 2020,99
Chickasaw Jr. High,4060 Westmont  Memphis. TN 38109,March 3. 2020,100
Old Venice Pizza - Bar,368 Perkins Extd  Memphis. TN 38117,March 3. 2020,97
ANOINTED TEMPLE OF PRAISE FD SRVCE,3939 RIVERDALE RD  Memphis. TN 38115,March 3. 2020,100
Trezevant High,3350 Trezevant  Memphis. TN 38127,March 2. 2020,97
Popeyes Louisiana Kitchen. Inc. #10669,6175 Macon RD  Memphis. TN 38134,March 2. 2020,95
Fox Meadows Elementary,2960 Emerald  Memphis. TN 38116,March 2. 2020,100
FOSTER'S CHILD CARE LLC - FOOD SRV.,4838 MILLBRANCH ROAD  Memphis. TN 38116,March 2. 2020,98
Westside Elementary,3347 Dawn  Memphis. TN 38127,March 2. 2020,100
Arlington Middle School,5470 Lamb  Arlington. TN 38002,March 2. 2020,100
Playita Mexicana,6194 Macon Rd.  Memphis. TN 38134,March 2. 2020,93
Subway # 2202,6188 Macon Rd.  Memphis. TN 38134,March 2. 2020,85
Oak Forest Elementary,7447 Nonconnah  Memphis. TN 38119,March 2. 2020,100
Jackson Elementary,3925 Wales  Memphis. TN 38108,March 2. 2020,100
Crumpy's Wings & More,4641 Millbranch Rd.  Memphis. TN 38116,March 2. 2020,94
STRANO BY CHEF JOSH,518 S. PERKINS EXTD  Memphis. TN 38117,March 1. 2020,95
HARD ROCK CAFE (UPSTAIRS BAR),126 BEALE ST  Memphis. TN 38103,March 1. 2020,100
Sonic Drive-In,3685 Mendenhall Rd.  Memphis. TN 38115,March 1. 2020,100
HARD ROCK CAFE - FACILITY,126 BEALE ST  Memphis. TN 38103,March 1. 2020,98
McDONALD'S,3636 S MENDENDALL RD  Collierville. TN 38017,March 1. 2020,94
STRANO BY CHEF JOSH (BAR),518 S. PERKINS EXTD  Memphis. TN 38117,March 1. 2020,95
BOUNTY ON BROAD (BAR),2519 BROAD AVE  Memphis. TN 38112,February 29. 2020,100
A. Maceo Walker Middle School,1900 E. Raines Rd.  Memphis. TN 38116,February 27. 2020,99
American Way Headstart Center - Food,4207 American Way.  Memphis. TN 38118,February 27. 2020,100
RESURRECTION CATHOLIC SCHOOL,3572 Emerald drive  Memphis. TN 38115,February 27. 2020,99
Chickasaw Alley Bar,3395 Galloway Ave.  Memphis. TN 38122,February 27. 2020,99
Chickasaw Cntry Club-Main Bar,3395 Galloway Ave.  Memphis. TN 38122,February 27. 2020,100
KINGDOM HEARTS,3515 BOXDALE  Memphis. TN 38118,February 27. 2020,98
Douglass High School Cafeteria,3200 Mt. Olive  Memphis. TN 38108,February 27. 2020,100
Promise Academy,1346 Byran  Memphis. TN 38109,February 27. 2020,100
JERRY LAWLER BBQ,465 N GERMANTOWN PKWY #116  Cordova. TN 38018,February 26. 2020,94
Edge Alley,600 Monroe Suite 101  Memphis. TN 38103,February 26. 2020,97
Juvenile Court (Food),616 Adams Ave.  Memphis. TN 38105,February 26. 2020,98
Mifa-Camilla Towers,256 S. Camilla  Memphis. TN 38104,February 26. 2020,100
SLICE OF SOUL,1299 MADISON AVE  Memphis. TN 38104,February 26. 2020,95
COASTAL FISH COMPANY (BAR),415 GREAT VIEW DR. EAST. STE #101  Memphis. TN 38134,February 26. 2020,100
Olive Garden Italian Restaurant #1721,5679 Poplar. STE 101  Memphis. TN 38119,February 26. 2020,95
Alpha Omega Veterans Services/Drop-Inn,1183 Madison Ave.  Memphis. TN 38104,February 26. 2020,98
Yum's Restaurant,3141 S. Perkins Rd.  Memphis. TN 38118,February 26. 2020,97
Margolin Hebrew Academy,390 S. White Station Rd.  Memphis. TN 38117,February 26. 2020,95
PICCADILLY,4996 STAGE RD  Memphis. TN 38128,February 26. 2020,91
