name,address,date,score
Memphis College Prep,1500 Dunn Ave.  Memphis. TN 38106,January 27. 2020,100
Domino's Pizza,7979 Highway 51. N.  Millington. TN 38053,January 27. 2020,97
SAGE-BAR,94 S MAIN ST  Memphis. TN 38103,January 27. 2020,99
Treadwell High School,920 N. Highland St.  Memphis. TN 38122,January 27. 2020,99
The Little Tea Shop Restaurant Inc.,69 Monroe Ave.  Memphis. TN 38103,January 26. 2020,91
Memphis Academy of Science & Engineering,1254 Jefferson Ave.  Memphis. TN 38104,January 26. 2020,100
Collierville Elementary School,590 Peterson Lake  Collierville. TN 38017,January 26. 2020,99
WHITE STATION MIDDLE ( AFTERCARE),5465 MACON RD  Memphis. TN 38120,January 26. 2020,99
Sherwood Elementary,1156 Robin Hood  Memphis. TN 38111,January 26. 2020,100
Cherokee Elementary,3061 Kimball  Memphis. TN 38114,January 26. 2020,97
Milano Pizza,4680 Merchants Park Circle. STE 218  Collierville. TN 38017,January 26. 2020,98
Highland Oaks Middle School,5600 Meadow Briar Trail.  Germantown. TN 38138,January 26. 2020,98
The Peabody Hotel (Main Kitchen),149 Union Ave.  Memphis. TN 38103,January 26. 2020,97
ZAKA BOWL,575 ERIN DR  Memphis. TN 38117,January 26. 2020,95
Swanky's Taco Shop,6641 Poplar. STE 109  Germantown. TN 38138,January 23. 2020,94
Mifa-Bickford Center,233 Henry  Memphis. TN 38107,January 23. 2020,99
SAM'S DELI OF MEMPHIS,643 S. HIGHLAND STREET  Memphis. TN 38111,January 23. 2020,97
Northwest Prep/Pyramid Academy,1266 Poplar  Memphis. TN 38104,January 23. 2020,100
Kentucky Fried Chicken,731 W. Poplar  Collierville. TN 38017,January 23. 2020,97
CRUMPY'S - FD-SRV.,671 S HIGHLAND  Memphis. TN 38111,January 23. 2020,99
Front Street Deli - Facility,77 S. Front St.  Memphis. TN 38103,January 23. 2020,93
Swanky's Taco Shop - Bar,6641 Poplar Ave.. STE 109  Memphis. TN 38119,January 23. 2020,100
Russwood Bar And Grill,160 Union Ave.  Memphis. TN 38103,January 23. 2020,99
The Little Tea Shop Restaurant Inc.,69 Monroe Ave.  Memphis. TN 38103,January 26. 2020,91
Memphis Academy of Science & Engineering,1254 Jefferson Ave.  Memphis. TN 38104,January 26. 2020,100
Collierville Elementary School,590 Peterson Lake  Collierville. TN 38017,January 26. 2020,99
WHITE STATION MIDDLE ( AFTERCARE),5465 MACON RD  Memphis. TN 38120,January 26. 2020,99
Sherwood Elementary,1156 Robin Hood  Memphis. TN 38111,January 26. 2020,100
Cherokee Elementary,3061 Kimball  Memphis. TN 38114,January 26. 2020,97
Milano Pizza,4680 Merchants Park Circle. STE 218  Collierville. TN 38017,January 26. 2020,98
Highland Oaks Middle School,5600 Meadow Briar Trail.  Germantown. TN 38138,January 26. 2020,98
The Peabody Hotel (Main Kitchen),149 Union Ave.  Memphis. TN 38103,January 26. 2020,97
ZAKA BOWL,575 ERIN DR  Memphis. TN 38117,January 26. 2020,95
Swanky's Taco Shop,6641 Poplar. STE 109  Germantown. TN 38138,January 23. 2020,94
Mifa-Bickford Center,233 Henry  Memphis. TN 38107,January 23. 2020,99
SAM'S DELI OF MEMPHIS,643 S. HIGHLAND STREET  Memphis. TN 38111,January 23. 2020,97
Northwest Prep/Pyramid Academy,1266 Poplar  Memphis. TN 38104,January 23. 2020,100
Kentucky Fried Chicken,731 W. Poplar  Collierville. TN 38017,January 23. 2020,97
CRUMPY'S - FD-SRV.,671 S HIGHLAND  Memphis. TN 38111,January 23. 2020,99
Front Street Deli - Facility,77 S. Front St.  Memphis. TN 38103,January 23. 2020,93
Swanky's Taco Shop - Bar,6641 Poplar Ave.. STE 109  Memphis. TN 38119,January 23. 2020,100
Russwood Bar And Grill,160 Union Ave.  Memphis. TN 38103,January 23. 2020,92
Russwood Bar And Grill,160 Union Ave.  Memphis. TN 38103,January 23. 2020,99
Keystone Elementary,4301 Allen  Memphis. TN 38128,January 23. 2020,96
Getaway Sports Bar,4632 Winchester Rd.  Memphis. TN 38118,January 23. 2020,96
The Four Way,998 Mississippi Blvd.  Memphis. TN 38126,January 23. 2020,100
Brookhaven Pub & Grill Bar,695 W. Brookhaven Cir  Memphis. TN 38117,January 23. 2020,96
Bellevue Jr. High School,575 So. Bellevue  Memphis. TN 38106,January 23. 2020,99
Pizza Hut #4124,3675 Southwind Park Cv  Memphis. TN 38125,January 23. 2020,87
Bruce School,581 S. Bellevue Blvd.  Memphis. TN 38104,January 23. 2020,100
Domino's Pizza,308 New Byhalia. STE 115  Collierville. TN 38017,January 23. 2020,99
Ridgeway High School,2009 Ridgeway  Memphis. TN 38119,January 22. 2020,99
Soul Fish Cafe,3160 Village Shop  Germantown. TN 38138,January 22. 2020,99
Wooddale Middle School,3467 Castleman  Memphis. TN 38118,January 22. 2020,99
Ridgeway High - Annex,1775 Ridgeway Rd.  Memphis. TN 38119,January 22. 2020,100
Wendy's #1977,3275 Thomas St.  Memphis. TN 38127,January 22. 2020,96
TACO BELL #32310,3569 DEMOCRAT RD  Memphis. TN 38116,January 22. 2020,96
DOMINO'S PIZZA SUITE 8712 - FD-SRV.,5475 POPLAR AVE. 103  Memphis. TN 38119,January 22. 2020,98
Macon Hall Elementary School,9800 Macon Rd.  Cordova. TN 38018,January 22. 2020,100
Sheffield Elementary,4290 Chuck  Memphis. TN 38114,January 22. 2020,97
Hickory Hill Elementary,3890 Hickory Hill  Memphis. TN 38115,January 22. 2020,100
Evangelical Christian School,1920 Forest Hill Irene  Germantown. TN 38139,January 22. 2020,100
Tiger Bryant Concession Trailer,3160 Village Shops DR  Germantown. TN 38138,January 22. 2020,100
Newberry Elementary,5540 Newberry  Memphis. TN 38118,January 22. 2020,100
SHELBY COUNTY CORRECTIONS CENTER - FD-SRV.,1045 Mullins Station  Memphis. TN 38134,January 22. 2020,100
Brother Juniper's College Inn,3519 Walker  Memphis. TN 38111,January 22. 2020,95
CORNERSTONE LEARNING CENTER - FD-SRV.,8180 T & B BLVD.  Memphis. TN 38125,January 22. 2020,100
Homewood Suites (Food Svcs),3583 Hacks Cross  Memphis. TN 38125,January 22. 2020,99
SHRINE SCHOOL,4259 FORREST VIEW  Memphis. TN 38118,January 22. 2020,97
Royal Panda Restaurant,3120 Village Shops Drive Ste 2 3  Germantown. TN 38138,January 22. 2020,95
THREE GUY'S PIZZA PIE,255 NEW BYHALIA RD #116  Collierville. TN 38017,January 21. 2020,94
Winridge Area Elementary,3500 Ridgeway Rd.  Memphis. TN 38115,January 21. 2020,100
Marion G. Evans Elementary,4949 Cottonwood Rd.  Memphis. TN 38118,January 21. 2020,100
Wendy's #4492,6781 E. Shelby Dr.  Memphis. TN 38141,January 21. 2020,100
Tokyo Grill,4514 Summer Ave.. Ste 4  Memphis. TN 38122,January 21. 2020,96
Cafe Piazza,139 S. Rowlett  Collierville. TN 38017,January 21. 2020,99
Mitchell High School,658 Mitchell Rd.  Memphis. TN 38109,January 21. 2020,99
First S.T.A.R. Learning Academy - Food,3079 Crystal Ave.  Memphis. TN 38112,January 21. 2020,100
Memphis Heritage Christian School - Fd Svc,3802 GRAGG AVE.  Memphis. TN 38108,January 21. 2020,95
SUBWAY,1996 HOUSTON LEVEE STE 105  Collierville. TN 38017,January 21. 2020,99
Bev's Child Care - Food Service,1019 Berclair  Memphis. TN 38122,January 21. 2020,100
TAO ASIAN CUISINE,255 NEW BYHALIA STE 111  Collierville. TN 38017,January 21. 2020,97
SHERATON MEMPHIS HOTEL-CROSSROADS GRILLE,250 N MAIN STREET  Memphis. TN 38103,January 12. 2020,96
Bright Ideas Enrichment-Food Service,1950 Berryhill  Cordova. TN 38018,January 12. 2020,98
Links At Riverside. The,465 S. Parkway W.  Memphis. TN 38109,January 12. 2020,100
Italian Rebel Restaurant. The,1636 Winchester  Memphis. TN 38116,January 12. 2020,92
Domino's Pizza # 5442,7464 Winchester  Memphis. TN 38125,January 12. 2020,100
Diersen Charities,1629 Winchester  Memphis. TN 38116,January 12. 2020,99
A Parent's Choice Day Care Center,2501 Jackson Ave.  Memphis. TN 38108,January 9. 2020,97
Lydia Child Enrichment Center (Fd Svcs),4594 Harrell  Memphis. TN 38112,January 9. 2020,100
Sleep Inn Hotel - Continental Breakfast,2855 Old Austin Peay Hwy.  Memphis. TN 38128,January 9. 2020,100
Cottonwood Headstart,5221 Cottonwood  Memphis. TN 38118,January 9. 2020,100
POPEYE'S CHICKEN  # 11830,3795 E SHELBY DRIVE  Memphis. TN 38118,January 9. 2020,95
M & J's Donuts,4608 Winchester Rd.  Memphis. TN 38118,January 8. 2020,94
HILTON BISTRO,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
Ms. Bunny Rabbit's Child Care Cntr - Fd,3430 Macon Rd.  Memphis. TN 38122,January 8. 2020,98
HILTON,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,95
R P TRACK RESTAURANT & BAR - ( BAR ),3547 WALKER AVE  Memphis. TN 38111,January 8. 2020,98
R P TRACKS RESTAURANT & BAR - FD-SRV.,3547 WALKER AVE.  Memphis. TN 38111,January 8. 2020,96
Just For Little People - Food,2260 Central  Memphis. TN 38104,January 8. 2020,100
Hilton Memphis - Provisions Market,939 RIDGE LAKE BLVD.  Memphis. TN 38120,January 8. 2020,97
HILTON -BAR,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
SHERATON MEMPHIS HOTEL-CROSSROADS GRILLE,250 N MAIN STREET  Memphis. TN 38103,January 12. 2020,96
Bright Ideas Enrichment-Food Service,1950 Berryhill  Cordova. TN 38018,January 12. 2020,98
Links At Riverside. The,465 S. Parkway W.  Memphis. TN 38109,January 12. 2020,100
Italian Rebel Restaurant. The,1636 Winchester  Memphis. TN 38116,January 12. 2020,92
Domino's Pizza # 5442,7464 Winchester  Memphis. TN 38125,January 12. 2020,100
Diersen Charities,1629 Winchester  Memphis. TN 38116,January 12. 2020,99
A Parent's Choice Day Care Center,2501 Jackson Ave.  Memphis. TN 38108,January 9. 2020,97
Lydia Child Enrichment Center (Fd Svcs),4594 Harrell  Memphis. TN 38112,January 9. 2020,100
Sleep Inn Hotel - Continental Breakfast,2855 Old Austin Peay Hwy.  Memphis. TN 38128,January 9. 2020,100
Cottonwood Headstart,5221 Cottonwood  Memphis. TN 38118,January 9. 2020,100
POPEYE'S CHICKEN  # 11830,3795 E SHELBY DRIVE  Memphis. TN 38118,January 9. 2020,95
M & J's Donuts,4608 Winchester Rd.  Memphis. TN 38118,January 8. 2020,94
HILTON BISTRO,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
Ms. Bunny Rabbit's Child Care Cntr - Fd,3430 Macon Rd.  Memphis. TN 38122,January 8. 2020,98
HILTON,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,95
R P TRACK RESTAURANT & BAR - ( BAR ),3547 WALKER AVE  Memphis. TN 38111,January 8. 2020,98
R P TRACKS RESTAURANT & BAR - FD-SRV.,3547 WALKER AVE.  Memphis. TN 38111,January 8. 2020,96
Just For Little People - Food,2260 Central  Memphis. TN 38104,January 8. 2020,100
Hilton Memphis - Provisions Market,939 RIDGE LAKE BLVD.  Memphis. TN 38120,January 8. 2020,97
HILTON -BAR,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
SHERATON MEMPHIS HOTEL-CROSSROADS GRILLE,250 N MAIN STREET  Memphis. TN 38103,January 12. 2020,96
Bright Ideas Enrichment-Food Service,1950 Berryhill  Cordova. TN 38018,January 12. 2020,98
Links At Riverside. The,465 S. Parkway W.  Memphis. TN 38109,January 12. 2020,100
Italian Rebel Restaurant. The,1636 Winchester  Memphis. TN 38116,January 12. 2020,92
Domino's Pizza # 5442,7464 Winchester  Memphis. TN 38125,January 12. 2020,100
Diersen Charities,1629 Winchester  Memphis. TN 38116,January 12. 2020,99
A Parent's Choice Day Care Center,2501 Jackson Ave.  Memphis. TN 38108,January 9. 2020,97
Lydia Child Enrichment Center (Fd Svcs),4594 Harrell  Memphis. TN 38112,January 9. 2020,100
Sleep Inn Hotel - Continental Breakfast,2855 Old Austin Peay Hwy.  Memphis. TN 38128,January 9. 2020,100
Cottonwood Headstart,5221 Cottonwood  Memphis. TN 38118,January 9. 2020,100
POPEYE'S CHICKEN  # 11830,3795 E SHELBY DRIVE  Memphis. TN 38118,January 9. 2020,95
M & J's Donuts,4608 Winchester Rd.  Memphis. TN 38118,January 8. 2020,94
HILTON BISTRO,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
Ms. Bunny Rabbit's Child Care Cntr - Fd,3430 Macon Rd.  Memphis. TN 38122,January 8. 2020,98
HILTON,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,95
R P TRACK RESTAURANT & BAR - ( BAR ),3547 WALKER AVE  Memphis. TN 38111,January 8. 2020,98
R P TRACKS RESTAURANT & BAR - FD-SRV.,3547 WALKER AVE.  Memphis. TN 38111,January 8. 2020,96
Just For Little People - Food,2260 Central  Memphis. TN 38104,January 8. 2020,100
Hilton Memphis - Provisions Market,939 RIDGE LAKE BLVD.  Memphis. TN 38120,January 8. 2020,97
HILTON -BAR,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
SHERATON MEMPHIS HOTEL-CROSSROADS GRILLE,250 N MAIN STREET  Memphis. TN 38103,January 12. 2020,96
Bright Ideas Enrichment-Food Service,1950 Berryhill  Cordova. TN 38018,January 12. 2020,98
Links At Riverside. The,465 S. Parkway W.  Memphis. TN 38109,January 12. 2020,100
Italian Rebel Restaurant. The,1636 Winchester  Memphis. TN 38116,January 12. 2020,92
Domino's Pizza # 5442,7464 Winchester  Memphis. TN 38125,January 12. 2020,100
Diersen Charities,1629 Winchester  Memphis. TN 38116,January 12. 2020,99
A Parent's Choice Day Care Center,2501 Jackson Ave.  Memphis. TN 38108,January 9. 2020,97
Lydia Child Enrichment Center (Fd Svcs),4594 Harrell  Memphis. TN 38112,January 9. 2020,100
Sleep Inn Hotel - Continental Breakfast,2855 Old Austin Peay Hwy.  Memphis. TN 38128,January 9. 2020,100
Cottonwood Headstart,5221 Cottonwood  Memphis. TN 38118,January 9. 2020,100
POPEYE'S CHICKEN  # 11830,3795 E SHELBY DRIVE  Memphis. TN 38118,January 9. 2020,95
M & J's Donuts,4608 Winchester Rd.  Memphis. TN 38118,January 8. 2020,94
HILTON BISTRO,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
Ms. Bunny Rabbit's Child Care Cntr - Fd,3430 Macon Rd.  Memphis. TN 38122,January 8. 2020,98
HILTON,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,95
R P TRACK RESTAURANT & BAR - ( BAR ),3547 WALKER AVE  Memphis. TN 38111,January 8. 2020,98
R P TRACKS RESTAURANT & BAR - FD-SRV.,3547 WALKER AVE.  Memphis. TN 38111,January 8. 2020,96
Just For Little People - Food,2260 Central  Memphis. TN 38104,January 8. 2020,100
Hilton Memphis - Provisions Market,939 RIDGE LAKE BLVD.  Memphis. TN 38120,January 8. 2020,97
HILTON -BAR,939 RIDGELAKE BLVD  Memphis. TN 38120,January 8. 2020,97
Holiday Inn @ Kemmons Wilson Lounge,3700 Central Ave.  Memphis. TN 38111,December 5. 2019,100
TOPS BAR-B-Q,5144 POPLAR AVE  Memphis. TN 38119,December 5. 2019,97
Andrew Michael (Restaurant),712 W. Brookhaven Cir  Memphis. TN 38117,December 5. 2019,97
Vinegar Jim's,12062 Forrest ST  Arlington. TN 38002,December 5. 2019,95
Memphis Marriott Blue Shoe Bar & Grill -( BAR),2625 Thousand Oaks Blvd.  Memphis. TN 38118,December 5. 2019,97
Krystal #MFS003,4431 Summer Ave.  Memphis. TN 38122,December 5. 2019,92
Chick Fil-A #1130,1036 W. Poplar  Collierville. TN 38017,December 5. 2019,99
CHIPOTLE MEXICAN GRILL #3031,695 GERMANTOWN PKWY #101  Cordova. TN 38018,December 4. 2019,99
STIX (Food Svc),4680 Merchants Park  Collierville. TN 38017,December 4. 2019,97
Tournament Player's Club-Men's Grill Bar,3325 Club At Southwind  Memphis. TN 38125,December 4. 2019,100
Minglewood Hall LLC - Bar #1,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Lynnie's Links,6369 Thornfield Drive  Memphis. TN 38134,December 4. 2019,98
Minglewood Hall LLC - Bar #2,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Sekisui Pacific Rim,4724 Poplar  Memphis. TN 38117,December 3. 2019,94
Baymont Inn & Suites #4032,6020 Shelby Oaks  Memphis. TN 38134,December 3. 2019,95
Wendy's #5295,6143 Walnut Grove  Memphis. TN 38120,December 3. 2019,99
Frank Grisanti,1022 Shady Grove Rd.  Memphis. TN 38120,December 3. 2019,98
Hickory Tavern (Kitchen),4600 Merchant Park Circle  Collierville. TN 38017,December 3. 2019,93
KIPP MEMPHIS PREP ELEMENTARY AND MIDDLE SCHOOL,2230 CORRY RD  Memphis. TN 38106,December 3. 2019,99
Outback Steakhouse #4301,2255 Union Ave.  Memphis. TN 38104,December 3. 2019,95
Holiday Inn @ Kemmons Wilson Lounge,3700 Central Ave.  Memphis. TN 38111,December 5. 2019,100
TOPS BAR-B-Q,5144 POPLAR AVE  Memphis. TN 38119,December 5. 2019,97
Andrew Michael (Restaurant),712 W. Brookhaven Cir  Memphis. TN 38117,December 5. 2019,97
Vinegar Jim's,12062 Forrest ST  Arlington. TN 38002,December 5. 2019,95
Memphis Marriott Blue Shoe Bar & Grill -( BAR),2625 Thousand Oaks Blvd.  Memphis. TN 38118,December 5. 2019,97
Krystal #MFS003,4431 Summer Ave.  Memphis. TN 38122,December 5. 2019,92
Chick Fil-A #1130,1036 W. Poplar  Collierville. TN 38017,December 5. 2019,99
CHIPOTLE MEXICAN GRILL #3031,695 GERMANTOWN PKWY #101  Cordova. TN 38018,December 4. 2019,99
STIX (Food Svc),4680 Merchants Park  Collierville. TN 38017,December 4. 2019,97
Tournament Player's Club-Men's Grill Bar,3325 Club At Southwind  Memphis. TN 38125,December 4. 2019,100
Minglewood Hall LLC - Bar #1,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Lynnie's Links,6369 Thornfield Drive  Memphis. TN 38134,December 4. 2019,98
Minglewood Hall LLC - Bar #2,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Sekisui Pacific Rim,4724 Poplar  Memphis. TN 38117,December 3. 2019,94
Baymont Inn & Suites #4032,6020 Shelby Oaks  Memphis. TN 38134,December 3. 2019,95
Wendy's #5295,6143 Walnut Grove  Memphis. TN 38120,December 3. 2019,99
Frank Grisanti,1022 Shady Grove Rd.  Memphis. TN 38120,December 3. 2019,98
Hickory Tavern (Kitchen),4600 Merchant Park Circle  Collierville. TN 38017,December 3. 2019,93
KIPP MEMPHIS PREP ELEMENTARY AND MIDDLE SCHOOL,2230 CORRY RD  Memphis. TN 38106,December 3. 2019,99
Outback Steakhouse #4301,2255 Union Ave.  Memphis. TN 38104,December 3. 2019,95
Holiday Inn @ Kemmons Wilson Lounge,3700 Central Ave.  Memphis. TN 38111,December 5. 2019,100
TOPS BAR-B-Q,5144 POPLAR AVE  Memphis. TN 38119,December 5. 2019,97
Andrew Michael (Restaurant),712 W. Brookhaven Cir  Memphis. TN 38117,December 5. 2019,97
Vinegar Jim's,12062 Forrest ST  Arlington. TN 38002,December 5. 2019,95
Memphis Marriott Blue Shoe Bar & Grill -( BAR),2625 Thousand Oaks Blvd.  Memphis. TN 38118,December 5. 2019,97
Krystal #MFS003,4431 Summer Ave.  Memphis. TN 38122,December 5. 2019,92
Chick Fil-A #1130,1036 W. Poplar  Collierville. TN 38017,December 5. 2019,99
CHIPOTLE MEXICAN GRILL #3031,695 GERMANTOWN PKWY #101  Cordova. TN 38018,December 4. 2019,99
STIX (Food Svc),4680 Merchants Park  Collierville. TN 38017,December 4. 2019,97
Tournament Player's Club-Men's Grill Bar,3325 Club At Southwind  Memphis. TN 38125,December 4. 2019,100
Minglewood Hall LLC - Bar #1,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Lynnie's Links,6369 Thornfield Drive  Memphis. TN 38134,December 4. 2019,98
Minglewood Hall LLC - Bar #2,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Sekisui Pacific Rim,4724 Poplar  Memphis. TN 38117,December 3. 2019,94
Baymont Inn & Suites #4032,6020 Shelby Oaks  Memphis. TN 38134,December 3. 2019,95
Wendy's #5295,6143 Walnut Grove  Memphis. TN 38120,December 3. 2019,99
Frank Grisanti,1022 Shady Grove Rd.  Memphis. TN 38120,December 3. 2019,98
Hickory Tavern (Kitchen),4600 Merchant Park Circle  Collierville. TN 38017,December 3. 2019,93
KIPP MEMPHIS PREP ELEMENTARY AND MIDDLE SCHOOL,2230 CORRY RD  Memphis. TN 38106,December 3. 2019,99
Outback Steakhouse #4301,2255 Union Ave.  Memphis. TN 38104,December 3. 2019,95
Holiday Inn @ Kemmons Wilson Lounge,3700 Central Ave.  Memphis. TN 38111,December 5. 2019,100
TOPS BAR-B-Q,5144 POPLAR AVE  Memphis. TN 38119,December 5. 2019,97
Andrew Michael (Restaurant),712 W. Brookhaven Cir  Memphis. TN 38117,December 5. 2019,97
Vinegar Jim's,12062 Forrest ST  Arlington. TN 38002,December 5. 2019,95
Memphis Marriott Blue Shoe Bar & Grill -( BAR),2625 Thousand Oaks Blvd.  Memphis. TN 38118,December 5. 2019,97
Krystal #MFS003,4431 Summer Ave.  Memphis. TN 38122,December 5. 2019,92
Chick Fil-A #1130,1036 W. Poplar  Collierville. TN 38017,December 5. 2019,99
CHIPOTLE MEXICAN GRILL #3031,695 GERMANTOWN PKWY #101  Cordova. TN 38018,December 4. 2019,99
STIX (Food Svc),4680 Merchants Park  Collierville. TN 38017,December 4. 2019,97
Tournament Player's Club-Men's Grill Bar,3325 Club At Southwind  Memphis. TN 38125,December 4. 2019,100
Minglewood Hall LLC - Bar #1,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Lynnie's Links,6369 Thornfield Drive  Memphis. TN 38134,December 4. 2019,98
Minglewood Hall LLC - Bar #2,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Sekisui Pacific Rim,4724 Poplar  Memphis. TN 38117,December 3. 2019,94
Baymont Inn & Suites #4032,6020 Shelby Oaks  Memphis. TN 38134,December 3. 2019,95
Wendy's #5295,6143 Walnut Grove  Memphis. TN 38120,December 3. 2019,99
Frank Grisanti,1022 Shady Grove Rd.  Memphis. TN 38120,December 3. 2019,98
Hickory Tavern (Kitchen),4600 Merchant Park Circle  Collierville. TN 38017,December 3. 2019,93
KIPP MEMPHIS PREP ELEMENTARY AND MIDDLE SCHOOL,2230 CORRY RD  Memphis. TN 38106,December 3. 2019,99
Outback Steakhouse #4301,2255 Union Ave.  Memphis. TN 38104,December 3. 2019,95
Holiday Inn @ Kemmons Wilson Lounge,3700 Central Ave.  Memphis. TN 38111,December 5. 2019,100
TOPS BAR-B-Q,5144 POPLAR AVE  Memphis. TN 38119,December 5. 2019,97
Andrew Michael (Restaurant),712 W. Brookhaven Cir  Memphis. TN 38117,December 5. 2019,97
Vinegar Jim's,12062 Forrest ST  Arlington. TN 38002,December 5. 2019,95
Memphis Marriott Blue Shoe Bar & Grill -( BAR),2625 Thousand Oaks Blvd.  Memphis. TN 38118,December 5. 2019,97
Krystal #MFS003,4431 Summer Ave.  Memphis. TN 38122,December 5. 2019,92
Chick Fil-A #1130,1036 W. Poplar  Collierville. TN 38017,December 5. 2019,99
CHIPOTLE MEXICAN GRILL #3031,695 GERMANTOWN PKWY #101  Cordova. TN 38018,December 4. 2019,99
STIX (Food Svc),4680 Merchants Park  Collierville. TN 38017,December 4. 2019,97
Tournament Player's Club-Men's Grill Bar,3325 Club At Southwind  Memphis. TN 38125,December 4. 2019,100
Minglewood Hall LLC - Bar #1,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Lynnie's Links,6369 Thornfield Drive  Memphis. TN 38134,December 4. 2019,98
Minglewood Hall LLC - Bar #2,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Sekisui Pacific Rim,4724 Poplar  Memphis. TN 38117,December 3. 2019,94
Baymont Inn & Suites #4032,6020 Shelby Oaks  Memphis. TN 38134,December 3. 2019,95
Wendy's #5295,6143 Walnut Grove  Memphis. TN 38120,December 3. 2019,99
Frank Grisanti,1022 Shady Grove Rd.  Memphis. TN 38120,December 3. 2019,98
Hickory Tavern (Kitchen),4600 Merchant Park Circle  Collierville. TN 38017,December 3. 2019,93
KIPP MEMPHIS PREP ELEMENTARY AND MIDDLE SCHOOL,2230 CORRY RD  Memphis. TN 38106,December 3. 2019,99
Outback Steakhouse #4301,2255 Union Ave.  Memphis. TN 38104,December 3. 2019,95
Holiday Inn @ Kemmons Wilson Lounge,3700 Central Ave.  Memphis. TN 38111,December 5. 2019,100
TOPS BAR-B-Q,5144 POPLAR AVE  Memphis. TN 38119,December 5. 2019,97
Andrew Michael (Restaurant),712 W. Brookhaven Cir  Memphis. TN 38117,December 5. 2019,97
Vinegar Jim's,12062 Forrest ST  Arlington. TN 38002,December 5. 2019,95
Memphis Marriott Blue Shoe Bar & Grill -( BAR),2625 Thousand Oaks Blvd.  Memphis. TN 38118,December 5. 2019,97
Krystal #MFS003,4431 Summer Ave.  Memphis. TN 38122,December 5. 2019,92
Chick Fil-A #1130,1036 W. Poplar  Collierville. TN 38017,December 5. 2019,99
CHIPOTLE MEXICAN GRILL #3031,695 GERMANTOWN PKWY #101  Cordova. TN 38018,December 4. 2019,99
STIX (Food Svc),4680 Merchants Park  Collierville. TN 38017,December 4. 2019,97
Tournament Player's Club-Men's Grill Bar,3325 Club At Southwind  Memphis. TN 38125,December 4. 2019,100
Minglewood Hall LLC - Bar #1,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Lynnie's Links,6369 Thornfield Drive  Memphis. TN 38134,December 4. 2019,98
Minglewood Hall LLC - Bar #2,1555 Madison Ave.  Memphis. TN 38104,December 4. 2019,100
Sekisui Pacific Rim,4724 Poplar  Memphis. TN 38117,December 3. 2019,94
Baymont Inn & Suites #4032,6020 Shelby Oaks  Memphis. TN 38134,December 3. 2019,95
Wendy's #5295,6143 Walnut Grove  Memphis. TN 38120,December 3. 2019,99
Frank Grisanti,1022 Shady Grove Rd.  Memphis. TN 38120,December 3. 2019,98
Hickory Tavern (Kitchen),4600 Merchant Park Circle  Collierville. TN 38017,December 3. 2019,93
KIPP MEMPHIS PREP ELEMENTARY AND MIDDLE SCHOOL,2230 CORRY RD  Memphis. TN 38106,December 3. 2019,99
Outback Steakhouse #4301,2255 Union Ave.  Memphis. TN 38104,December 3. 2019,95
Holiday Inn @ Kemmons Wilson Lounge,3700 Central Ave.  Memphis. TN 38111,December 5. 2019,100
TOPS BAR-B-Q,5144 POPLAR AVE  Memphis. TN 38119,December 5. 2019,97
Andrew Michael (Restaurant),712 W. Brookhaven Cir  Memphis. TN 38117,December 5. 2019,97
Vinegar Jim's,12062 Forrest ST  Arlington. TN 38002,December 5. 2019,95
Memphis Marriott Blue Shoe Bar & Grill -( BAR),2625 Thousand Oaks Blvd.  Memphis. TN 38118,December 5. 2019,97
Krystal #MFS003,4431 Summer Ave.  Memphis. TN 38122,December 5. 2019,92
Chick Fil-A #1130,1036 W. Poplar  Collierville. TN 38017,December 5. 2019,99
CHIPOTLE MEXICAN GRILL #3031,695 GERMANTOWN PKWY #101  Cordova. TN 38018,December 4. 2019,99
STIX (Food Svc),4680 Merchants Park  Collierville. TN 38017,December 4. 2019,97
Tournament Player's Club-Men's Grill Bar,3325 Club At Southwind  Memphis. TN 38125,December 4. 2019,100
